company,domain
MAISON MONTEBELLO,maisonmontebello.com
MAISON PIERRE HARDY SAS,pierrehardy.com
MAISON STANDARDS,maisonstandards.com
MAISONS DU MONDE,maisonsdumonde.com
MAJE,maje.com
MANO MANO,manomano.com
MANOMANO,manomano.com
MANUBRICOLE.COM,manubricole.com
MANUCURIST,manucurist.com
MANUTAN INTERNATIONAL,manutan.com
MAPED,maped.com
MARC O POLO,marc-o-polo.com
MARIONNAUD,marionnaud.com
MARKS & SPENCER (M&S),marksandspencer.com
MATAS.DK,matas.dk
MATTEL,mattel.com
MAUBOUSSIN,mauboussin.com
MAX MARA FASHION GROUP,maxmara.com
MAX MARA FASHION GROUP SRL,maxmara.com
MAXICOFFEE,maxicoffee.com
MCDONALD'S,mcdonalds.com
MCDONALDS FRANCE,mcdonalds.fr
MCDONALD'S FRANCE,mcdonalds.fr
MEDIAMARKT POLAND,mediamarkt.pl
MEDIAMARKTSATURN,mediamarktsaturn.com
MÉDIAMÉTRIE,mediametrie.com
MEDIAPOST,mediapost.com
MEDIA-SATURN RETAIL GROUP GMBH,media-saturn.de
MELISSA,melissa.com
"MELVITA, GROUPE L'OCCITANE",melvita.com
MERCADONA,mercadona.es
"MERCARI, INC.",mercari.com
MERCIAN,mercian.com
MERCURE,mercure.com
MESTER GRØNN AS,mestergronn.no
METRO,metro.com
METRO CASH & CARRY ROMANIA,metro.ro
METRO CASH AND CARRY,metro.com
METRO FRANCE,metro.fr
METRO ROMANIA,metro.ro
METTLER TOLEDO,mt.com
MEUBLES IKEA FRANCE,ikea.fr
MICROMANIA,micromania.fr
MICROMANIA-ZING,micromania-zing.com
MICROSOFT,microsoft.com
MICROSOFT DEUTSCHLAND GMBH,microsoft.de
MIDAS,midas.com
MIROGLIO GROUP,mirogliogroup.com
MISTER AUTO,misterauto.com
MISTER EV,misterev.com
MISTERFLY,misterfly.com
MOBIVIA - VIA ID,mobivia.com
MODULSYSTEM SWEDEN AB,modulsystem.se
MOET & CHANDON,moet-chandon.com
MOET HENESSY,moet-hennessy.com
MOET HENNESSY,moet-hennessy.com
MOLLIE,mollie.com
MOLNLYCKE,molnlycke.com
MONCLER,moncler.com
MONDADORI FRANCE,mondadori.fr
MONDIAL TISSUS,mondial-tissus.fr
MONNAIE DE PARIS,monnaiedeparis.fr
MONNIER FRERES,monnierfreres.com
MONOPRIX,monoprix.com
MOREL,morel.com
MORGAN,morgan.com
MORGAN PHILIPS GROUP,morganphilips.com
MOTOBLOUZ,motoblouz.com
MOTOROLA SOLUTIONS,motorolasolutions.com
MOTUL,motul.com
MR BRICOLAGE,mr-bricolage.com
MRBRICOLAGE,mrbricolage.com
MULTIPLY SOFTWARE,multiplysoftware.com
MUSÉE DU LOUVRE,louvre.fr
MUSGRAVE,musgravegroup.com
MUSGRAVE LTD.,musgravegroup.com
MUZEIKO - MUNICIPAL CULTURE INSTITUTE – CHILDREN’S SCIENCE,muzeiko.com
MYLITTLEPARIS,mylittleparis.com
MYPOS,mypos.com
NASHI ARGAN,nashiargan.com
NATUR’HALLES,naturhalles.com
NATURA,natura.com
NATURABRASIL,naturabrasil.com
NATURASÌ,naturasi.it
NATURE ET DECOUVERTES,natureetdecouvertes.com
NATURE ET DÉCOUVERTES,natureetdecouvertes.com
NAYAX,nayax.com
NEINVER,neinver.com
NESPRESSO,nespresso.com
NESTLE WATERS MARKETING ET DISTRIBUTION,nestlewaters.com
NETAFFILIATION,netaffiliation.com
NEW BALANCE,newbalance.com
NEWREST,newrest.com
NIKE RETAIL BV,nike.com
NLABORATOIRE,nlaboratoire.com
NOCIBE,nocibe.com
NORAUTO,norauto.com
NORAUTO FRANCE,norauto.fr
NORAUTO INTERNATIONAL,norauto.com
NORM HALI MOBILYA TEKSTIL URÜNLERI,normhali.com
O2FEEL,o2feel.com
OCTOPIA,octopia.com
OFFICE DU TOURISME & DES CONGRÈS PARIS,parisinfo.com
OFFICE PLUS,officeplus.com
OLINN,olinn.com
OLIVER STORE,oliverstore.com
OLIVIERS&CO,oliviersandco.com
O'MALO,omalo.com
OMY,omy.com
ON,on-running.com
ON AG,on-running.com
ON RUNNING,on-running.com
ONEPILOT,onepilot.com
ONEYTRUST,oneytrust.com
OPTCONNECT,optconnect.com
OPTEVEN,opteven.com
ORANGE,orange.com
ORANGE BANK,orangebank.com
ORANGE BUSINESS,orange-business.com
ORANGE FRANCE,orange.fr
ORBICO GROUP,orbico.com
ORIGINALITALIA,originalitalia.com
OSÉE,osee.com
OTTO GMBH & CO. KGAA,otto.de
OTTO GROUP,otto-group.com
OUTIROR,outiror.com
OVHCLOUD,ovh.com
PALAIS DES THÉS,palaisdesthes.com
PANDORA,pandora.net
PAPIER TIGRE,papiertigre.com
PAPIER-METTLER FRANCE,papier-mettler.fr
PARFUM CHRISTIAN DIOR,dior.com
PARFUMS CHRISTIAN DIOR,dior.com
PARIS SAINT-GERMAIN,psg.fr
PARIS-SOCIETY,paris-society.com
PARROT,parrot.com
PATAUGAS,pataugas.com
PATHÉ,pathe.com
PATHÉ SWITZERLAND,pathe.ch
PATTERN,pattern.com
PAULINE MODE,paulinemode.com
PAX,paxgaming.com
PENTI,penti.com
PEPKOR,pepkor.co.za
PERFECT CORP,perfect-corp.com
PERFECT STAY,perfectstay.com
PERFUMES E COMPANHIA,perfumescompanhia.com
PERNOD-RICARD,pernod-ricard.com
PETIT BATEAU,petit-bateau.com
PETIT BEGUIN,petitbeguin.com
PETITECHAMBRE.FR,petitechambre.fr
PHILIPS TP VISION,tpvision.com
PHOTOBOX,photobox.com
PICARD,picard.com
PICARD SURGELES,picardsurgeles.com
PICWIC,picwic.com
PICWIC TOYS,picwic.com
PIERRE & VACANCES,pierrevacances.com
PIERRE FABRE CONSUMER HEALTH CARE,pierrefabre.com
PIERRE HARDY,pierre-hardy.com
PIMKIE,pimkie.com
PISCINES WATERAIR,waterair.com
PITTAROSSO,pittarosso.com
PIXMANIA,pixmania.com
PLANET SUSHI,planetsushi.com
PLANITY,planity.com
PLASTOY,plastoy.com
POINT P SA,point-p.com
POLA INC.,polacosmetics.com
POLAAR,polaar.com
POLENE PARIS,polene-paris.com
POUJOULAT,poujoulat.com
PRADA SPA,prada.com
PRADEL,pradel.com
PREMIERE VISION,premierevision.com
PRET A MANGER,pret.com
PREZZEE,prezzee.com
PREZZO,prezzo.com
PRINTEC,printec.com
PRINTEC GROUP,printecgroup.com
PRINTEMPS,printemps.com
PRIVATBANK,privatbank.com.ua
PROBIKESHOP,probikeshop.com
PROCOS,procos.com
PROMOD,promod.com
PROMOSALONS,promosalons.com
PSG,psg.fr
PUIG,puig.com
PUMA GROUP,puma.com
PVH,pvh.com
PYLONES,pylones.com
PYLONES SAS,pylones.com
QOBUZ,qobuz.com
QONTO,qonto.com
QUADIENT,quadient.com
QUITOQUE,quitoque.com
RAGT,ragt.com
RAJA SA,raja.com
RAK PORCELAIN EUROPE SA,rakporcelaineurope.com
RAKUTEN,rakuten.com
RALPH LAUREN,ralphlauren.com
RALPHLAUREN,ralphlauren.com
RAND,rand.org
RATP,ratp.fr
RED LORRY YELLOW LORRY,rlyl.com
RELAIS COLIS,relais-colis.com
REMA 1000 NORGE,rema1000.no
REMA 1000 NORGE A/S,rema1000.no
REMA 1000 NORGE AS,rema1000.no
REMA 1000 NORWAY,rema1000.no
RENAULT,renault.com
REPETTO,repetto.com
RETAIL COUNCIL OF CANADA,retailcouncil.ca
RETURNGO,returngo.com
RÉUTEC,reutec.com
REVOLUT BUSINESS,business.revolut.com
REWE DEUTSCHER SUPERMARKT AG & CO. KGAA,rewe.de
REWE GROUP / REWE MARKT GMBH,rewe.de
REXEL,rexel.com
RICHARDSON,richardson.com
RICHEMONT,richemont.com
RICHEMONT INTERNATIONAL SA,richemont.com
RICOH INDUSTRIE FRANCE,ricoh.fr
RIMOWA,rimowa.com
RITUALS COSMETICS,rituals.com
ROBERTO CAVALLI,robertocavalli.com
ROBINDESBOIS.COM S.A.S.,robindesbois.com
ROCHE BOBOIS,roche-bobois.com
ROGER VIVIER,rogervivier.com
ROHLIK,rohlik.cz
ROOTED BROOKLYN,rootedbrooklyn.com
ROUGEGORGE,rougegorge.com
ROUGIER&PLÉ,rougierple.com
ROUJE,rouje.com
ROYAL CANIN,royalcanin.com
ROYAL COMMISSION FOR RIYADH CITY,rcrc.gov.sa
RTB HOUSE,rtbhouse.com
RTL - RTL CONSOMMATION,rtl.fr
RUEDUCOMMERCE / LDLC,rueducommerce.com
SAAB,saab.com
SABON FRANCE,sabonfrance.com
SAFESCAN,safescan.com
SAINSBURY'S,sainsburys.co.uk
SAINT JAMES,saint-james.com
SAINT MACLOU,saint-maclou.com
SAINT-GOBAIN,saint-gobain.com
SAINT-GOBAIN DISTRIBUTION BÂTIMENT FRANCE,saint-gobain.fr
SAINT-LAURENT,ysl.com
SAINT-MACLOU,saint-maclou.com
SALECYCLE,salecycle.com
SAMARITAINE - GROUPE LVMH,samaritaine.com
SAM'S CLUB,samsclub.com
SAMSUNG,samsung.com
SANDRO,sandro.com
SANTANDER,santander.com
SANTÉDISCOUNT,santediscount.com
SAPIENS,sapiens.com
SCHMIDT GROUPE,schmidt-groupe.com
SCHNEIDER ELECTRIC,schneider-electric.com
SCHWARZ DIGITAL GMBH & CO. KG,schwarz-digital.de
SCREENONDEMAND,screenondemand.com
SCULPTA SWIM,sculptaswim.com
SEIKO INSTRUMENTS GMBH,seiko-instruments.de
SELF,self.com
SELGROS,selgros.com
SELLSY,sellsy.com
SEPHORA,sephora.com
SEPHORA COLLECTION,sephoracollection.com
SEPHORA SA,sephora.com
SEVENTURE PARTNERS,seventurepartners.com
SEZANE,sezane.com
SÉZANE,sezane.com
SFR,sfr.fr
SFR DISTRIBUTION,sfr.com
SHEETZ,sheetz.com
SHEIN,shein.com
SHELL,shell.com
SHELL FRANCE,shell.fr
SHELL INTERNATIONAL,shell.com
SHELL INTERNATIONAL PETROLEUM COMPANY LTD,shell.com
SHIFT4,shift4.com
SHISEIDO EMEA,shiseido.com
SHOEBY,shoeby.com
SHOPCAISSE,shopcaisse.com
SHOWROOMPRIVE,showroomprive.com
SIAL CHINA,sialchina.com
SIG FRANCE,sig-france.com
SILVERLIT,silverlit.com
SINCH,sinch.com
SISLEY,sisley.com
SISLEY PARIS,sisley-paris.com
SITOO,sitoo.com
SITOUR,sitour.com
SMARTBOX,smartbox.com
SMCP,smcp.com
SMCP GROUPE,smcp-group.com
SNCF,sncf.com
SNCF CONNECT,sncf-connect.com
SNCF VOYAGEURS,sncf.com
SNOWLEADER,snowleader.com
SOCIÉTÉ BIC,bic.com
SOCIETE GENERALE,societegenerale.com
SOCIÉTÉ GENÉRALE,societegenerale.com
SOCIÉTÉ GÉNÉRALE,societegenerale.com
SOCIÉTÉ GÉNÉRALE PRIVATEBANKING,privatebanking.societegenerale.com
SODEXO,sodexo.com
SODEXO FRANCE,sodexo.fr
SOLUTIONS 30,solutions30.com
SOLUTIONS30,solutions30.com
SONAE - BRIGHT PIXEL,brightpixel.com
SON-VIDÉO,son-video.com
SONY EUROPE LIMITED,sony.eu
SPARTOO,spartoo.com
SPARTOO SAS,spartoo.com
SPECSAVERS,specsavers.com
SPECSAVERS OPTICAL GROUP,specsavers.com
SPEEDWAY,speedway.com
SPORT 2000,sport2000.com
SPORT 2000 FRANCE - CERACLES COOPERATIVE,sport2000.fr
SPORT2000,sport2000.com
SPORT-GUIDE.COM,sport-guide.com
SPORTISIMO S.R.O.,sportisimo.cz
STIGA SAS,stiga.com
STIHL,stihl.com
STOKOMANI,stokomani.com
STRIPE,stripe.com
STUDENAC,studenac.hr
STUDIO UNIVERSAL,studiouniversal.com
STUDIO ZERANCE,studiozerance.com
SUBSTANS GROUP,substansgroup.com
SUD EXPRESS,sud-express.com
SUEZ,suez.com
SUNDAY,sunday.com
SUNMI,sunmi.com
SUPERDRY,superdry.com
SUPERMARCHÉS MATCH,match.com
SUPER-PHARM,super-pharm.com
SUSHI SHOP,sushishop.com
SVS,svsound.com
SWAROVSKI,swarovski.com
SWATCH,swatch.com
SWATCH GROUP,swatch.com
SWATCH GROUP FRANCE,swatch.fr
SWEDISH TRADE FEDERATION (SVENSK HANDEL),svenskhandel.se
SWEETLILY SKINCARE,sweetlilyskincare.com
SWILE,swile.com
SWISS SENSE BV,swisssense.com
SYMBOLES DE FRANCE,symbolesdefrance.com
SYSTEME U,systeme-u.fr
SYSTÈME U,systeme-u.fr
TALLY WEIJL.,tally-weijl.com
TARTINE & CHOCOLAT,tartine-et-chocolat.com
TCL,tcl.com
TCL TECHNOLOGY,tcl.com
TELENET,telenet.com
TEMERA,temera.com
TEMU.COM,temu.com
TENCENT,tencent.com
TERRAILLON,terraillon.com
TESCO,tesco.com
TESCO PLC,tesco.com
THE KASE,thekase.com
THE KOOPLES,thekooples.com
THE SWATCH GROUP (ITALIA) S.P.A.,theswatchgroup.com
THE SWATCH GROUP FRANCE,swatch.fr
THE WALT DISNEY COMPANY,disney.com
THE WALT DISNEY COMPANY FRANCE,disney.fr
THIELMANN,thielmann.com
THUASNE,thuasne.com
TIFFANY,tiffany.com
TIFFANY & CO,tiffany.com
TIFFANY AND CO.,tiffany.com
TITANIC BELFAST,titanicbelfast.com
TOM AND CO,tomandco.com
TOMMY HILFIGER,tommy.com
TOTALENERGIES,totalenergies.com
TOUPRET,toupret.com
TOUS,tous.com
TRADEDOUBLER,tradedoubler.com
TREND MICRO,trendmicro.com
TRIANGELN SHOPPING CENTER,triangeln.se
TRIGANO,trigano.com
TRIGANO JARDIN,triganojardin.com
TUMI,tumi.com
TURKCELL,turkcell.com.tr
UNILEVER,unilever.com
UNIQLO,uniqlo.com
UNIVERS DECOR,universdecor.com
UPCOOP,upcoop.com
URBN,urbn.com
URW,urw.com
US LUGGAGE,usluggage.com
V33 SA,v33.com
VALUE RETAIL,valueretail.com
VAN CLEEF & ARPELS,vancleefarpels.com
VANCLEEF & ARPELS,vancleefarpels.com
VANESSA BRUNO,vanessabruno.com
VAPIANO,vapiano.com
VAPOSTORE,vapostore.com
VATAN BILGISAYAR AS,vatanbilgisayar.com
VEDIFOOD,vedifood.com
VEEPEE,veepee.com
VEJA,veja.com
VENTE UNIQUE,vente-unique.com
VERBAUDET,verbaudet.com
VERCEL,vercel.com
VERIFONE,verifone.com
VERTBAUDET,vertbaudet.com
VERYCHIC,verychic.com
VESTIAIRE COLLECTIVE,vestiairecollective.com
VF COPORATION,vfc.com
VF CORPORATION,vfc.com
VIC,vic.com
VILLEROY & BOCH ADT,villeroy-boch.com
VINTED,vinted.com
VIPSHOP,vipshop.com
VISA,visa.com
VIS-EXPRESS,vis-express.com
VISPERO,vispero.com
VISPLAY,visplay.com
VITALE BARBERIS CANONICO,vitalebarberiscanonico.com
VO2 GROUP,vo2group.com
VOCOVO,vocovo.com
VOLCOM,volcom.com
VOLVO TRUCKS CORPORATION,volvotrucks.com
VORWERK FRANCE,vorwerk.fr
VORWERK INTERNATIONAL & CO. KMG,vorwerk.com
VÔTRES,votres.com
VOX CAPITAL,voxcapital.com
WASTE2WEAR,waste2wear.com
WE FASHION,wefashion.com
WEDARELAB / GROUPE ETAM,etam.com
WEDARELAB/GROUPE ETAM,etam.com
WELKOOP,welkoop.com
WELLA,wella.com
WEMAP,wemap.com
WETHENEW,wethenew.com
WHIRLPOOL,whirlpool.com
WICKES,wickes.co.uk
WICKES BUILDING SUPPLIES,wickes.co.uk
WICKES GROUP PLC,wickes.co.uk
WIELAND ELECTRIC,wieland-electric.com
WILSON SPORTING GOODS,wilson.com
WINOA,winoa.com
WISEED,wiseed.com
WISEPOPS,wisepops.com
WOLFORD,wolford.com
WONDERBOX,wonderbox.com
WOODBRASS,woodbrass.com
WOOLWORTHS,woolworths.com.au
WORKDAY,workday.com
WORLDIA,worldia.com
YAMAMAY,yamamay.com
YELLOWKORNER,yellowkorner.com
YESCAPA,yescapa.com
YOUSCRIBE,youscribe.com
YSÉ,yse.com
YVES ROCHER,yvesrocher.com
YVES ROCHER FRANCE,yvesrocher.fr
YVES SAINT LAURENT,yslbeauty.com
ZALANDO AG,zalando.com
ZEBRA,zebra.com
ZEBRA TECHNOLOGIES,zebra.com
ZODIO,zodio.com
ZOLPAN,zolpan.com
ZUCCHETTI,zucchetti.com
1979 RETAIL,1979retail.com
20 DIVIN,20divin.com
5 A SEC,5asec.com
5COM,5com.com
900.CARE,900.care
A2CAPARTNERS,a2capartners.com
AARADHYA,aaradhya.com
ABCOSMETIQUE,abcosmetique.com
ADEIZ,adeiz.com
ADENAO,adenao.com
AFI-ESCA,afi-esca.org
AFILIZA,afiliza.com
AGORASTORE,agorastore.com
AGROMAT,agromat.com
AIGLE INTERNATIONAL,aigleinternational.com
AIME,aime.org
AKIMOFF,akimoff.com
ALGAM,algam.com
ALISCOM,aliscom.com
ALLIANCE AVANTAGES,allianceavantages.fr
ALLOPNEU,allopneu.com
ALMÉ,alme.com
ALPHAETBETA,alphaetbeta.com
AMERICAN EXPRESS PAYMENT EUROPE,americanexpress.com
AMIBOIS,amibois.fr
ANDRE,andre.com
ANM,anm.com
ANSEA,ansea.com
ANTONIO PUIG,antoniopuig.com
APEX,apex.com
API DISTRIBUTION SAS,api-distribution.com
APIS,apis.com
APULIA DISTRIBUZIONE,apuliadistribuzione.it
ARESSY,aressy.com
ARF,arf.org
ARFACTORY,arfactory.com
ARGEDIS,argedis.com
ARGURA,argura.com
ARMAND THIERY SAS,armandthiery.fr
ARTÉKA PRODUCTIONS,arteka.com
AS WATSON GROUP AG,aswatson.com
AS WATSON H&B,aswatson.com
ASALI FOODS,asalifoods.com
ASH GROUPE,ash-groupe.com
ATBMARKET LLC,atbmarket.com
ATELIER 41,atelier41.fr
ATOMICSELLER,atomicseller.com
ATS,ats.com
AUDIOPTIC,audioptic.com
AURES KONNECT,aureskonnect.com
AUTOPAY,autopay.com
AVIV GROUP,avivgroup.com
AZ EDITIONS,azeditions.com
AZERTY,azerty.com
B DIRECT,bdirect.com
B&M FRANCE SAS,bm-france.fr
BABOU,babou.fr
BACCHUS,bacchus.com
BALZAC PARIS RETAIL,balzacparis.com
BAMBINS DECO,bambinsdeco.com
BANDIT PARIS,banditparis.com
BANGLE-UP,bangle-up.com
BANQUE POPULAIRE DU NORD,banquepopulaire.fr
BARCODIS,barcodis.com
BARNACLE,barnacle.com
BATCH,batch.com
BCS GROUP,bcsgroup.com
BDA,bda.com
BDF,bdf.com
BEECOM,beecom.com
BEK,bek.com
BEL GROUPE,bel-groupe.com
BELLOTA BELLOTA,bellotabellota.com
BESSON,besson.com
BESSON CHAUSSURES,bessonchaussures.fr
BESTSELLER SERVICES B.V,bestsellerservices.com
BEYOND EVENTS,beyondevents.com
BGC,bgc.com
BHV,bhv.com
BIGBLUE,bigblue.com
BIMEDIA,bimedia.com
BIOCONCEPT,bioconcept.com
BIORREX,biorrex.com
BLACKBIRD,blackbird.com
BLUESTAR,bluestar.com
BM,bm.com
BMKA - ESPRIT-BARBECUE,esprit-barbecue.fr
BOGART,bogart.com
BOGART GROUP,bogart-group.com
BON POINT,bon-point.com
BONNE MANIERE SAS,bonne-maniere.fr
BOOPSHOP,boopshop.com
BOOSTRAVEL,boostravel.com
BOSCHAT LAVEIX,boschatlaveix.fr
BOTANIC,botanic.com
BOTMIND,botmind.com
BPACK,bpack.com
BRAND FUTURES,brandfutures.com
BRANDYE,brandye.com
BRICO IO,brico-io.com
BRICOMMERCE,bricommerce.com
BURGER ET CIE,burgeretcie.fr
BUT CONFORAMA,conforama.fr
C10,c10.com
CABESTO,cabesto.com
CACTUS S.A.,cactus-sa.com
CALAIS TRUCKSTOP,calaistruckstop.fr
CALYPSA,calypsa.com
CAMBON PARTNERS,cambonpartners.com
CAMPINGS,campings.com
CAPACITUM LTD,capacitum.com
CAPS,caps.org
CARDIWEB,cardiweb.com
CARIZY,carizy.com
CARREFOUR LINKS,carrefourlinks.fr
CARREFOUR SYSTEME D'INFORMATION,carrefoursi.fr
CARREFOUR SYSTEMES D'INFORMATION,carrefour-si.fr
CARTER-CASH,carter-cash.com
CASHSYSTEMES,cashsystemes.com
CASINO,casino.com
CAVES CARRIÈRE,cavescarriere.fr
CB SERVICES,cbservices.com
CD TEL,cdtel.com
CDF,cdf.org
CENTRAKOR BRET ET TARDY,centrakor.fr
CENTRAKOR WEB,centrakor.fr
CERTIDEAL,certideal.com
CF360,cf360.com
CHALLENGES,challenges.com
CHAMPION ENTREPRISES,championentreprises.fr
CHANEL COORDINATION SAS,chanel.fr
CHECK PLANET,checkplanet.com
CHEIL,cheil.com
CHUANGDIAN EXPO,chuangdian-expo.com
CHULLANKA,chullanka.com
CIC,cic.com
CIGALE ET FOURMI,cigaleetfourmi.fr
CIGUSTO,cigusto.com
CIM,cim.com
CINE GROUP,cinegroup.com
CLAYM,claym.com
CLAYSIDE,clayside.com
CLC COMMUNICATION,clccommunication.com
CLEAN STRIKE,cleanstrike.com
CLEON,cleon.com
CLOVEN,cloven.com
CLUB ENSEIGNE ET INNOVATION,clubenseigne.fr
CMC,cmc.com
CNCC,cncc.com
CNP,cnp.com
COALIMENT,coaliment.com
COFEL,cofel.com
COFIDIS GROUPE,cofidis.fr
COLIM,colim.com
COLISCONSULT,colisconsult.com
COLIZEY,colizey.com
COLLECTIONS IMPERIALES,collectionsimperiales.fr
COLOR ACADEMY,coloracademy.com
COMAVE,comave.com
COMEBACK,comeback.com
COMEOS ASBL,comeos.be
COMPAGNIE DES ALPES,compagniedesalpes.com
COMPASS GROUP FRANCE,compassgroup.fr
CONFEDERAÇÃO NACIONAL DE DIRIGENTES LOJISTAS,cndl.org.br
CONFÉDÉRATION NATIONALE DES BURALISTES DE FRANCE,buralistes.fr
CONNEXION BOIS DIRECT,connexionboisdirect.fr
COOC,cooc.org
COOPERATIVE U,cooperativeu.org
COOPERATVE U,cooperative.com
COPYTOP,copytop.com
CORA FRANCE,corafrance.fr
COTE SUSHI,cote-sushi.fr
CREADEV,creadev.com
CREATHLON,creathlon.com
CRYUI,cryui.com
CSI,csi.com
CSP,csp.com
CULTURA,cultura.com
DARING GROUP,daring-group.com
DECITRE INTERACTIVE,decitre.fr
DECOINPARIS,decoinparis.com
DEFI,defi.com
DÉKUPLE,dékuple.com
DELI HEMP,delihemp.com
DELUPAY,delupay.com
DES CLICK,desclick.com
DESIGNER,designer.com
DESTOCK BABY,destockbaby.com
DEUX-TRENTE,deux-trente.fr
DIEMMEFOOD,diemmefood.com
DIGITAL POUR VOUS,digitalpourvous.fr
DIGITAL VILLAGE,digitalvillage.com
DILA,dila.com
DIM,dim.com
DISTRICENTER,districenter.com
DISTRICO,districo.com
DMC,dmc.com
DND,dnd.com
DODO SAS,dodo.fr
DRAWER,drawer.com
DRIVER,driver.com
DS55 FREEMAN PORTER,freemanporter.com
DWEET,dweet.com
DX OPTICAL,dxoptical.com
DYNAMIC VIEW,dynamicview.com
E.LECLERC ETAMPES,e-leclerc.fr
E.LECLERC LE CHATELET EN BRIE,e-leclerc.fr
EASY CASH,easycash.com
EASYTRANSAC,easytransac.com
ECENTIME,ecentime.com
ECHELON AVISORY,echelonav.com
ECODESTOCK,ecodestock.com
ECOMMERCE MAG,ecommercemag.com
EDITIONS DU BOIS BAUDRY,editionsduboisbaudry.fr
EDONE,edone.com
EFASHION PARIS,efashionparis.com
ELETROGEL REFRIGERACAO LTDA,eletrogel.com.br
EMBALLAGE,emballage.fr
EMOSENS,emosens.com
ENDRO,endro.com
ENILIVE,enilive.com
ENTREPOT DU BRICOLAGE,entrepotdubricolage.fr
ENVI,envi.com
EP POS,eppos.com
EPC CHAMPAGNE,epc-champagne.com
EPER DIS,eperdis.com
EPHIGEA,ephigea.com
ERITA,erita.com
ERMES,ermes.com
ESPRIT BARBECUE,espritbarbecue.com
EVF OFFICIEL,evfofficiel.fr
EXCO,exco.com
EXM,exm.com
FABRIQ PR,fabriqpr.com
FACE TO FACE,face-to-face.com
FACILECOMM,facilecomm.com
FACT,fact.org
FB SERVIZI,fbservizi.com
FBH GROUP,fbhgroup.com
FC DESIGN,fcdesign.com
FEU VERT,feuvert.fr
FEVER,fever.com
FFF,fff.com
FGROUPE GALERIES LAFAYETTE,galerieslafayette.fr
FILEDANSTACHAMBRE.COM,filedanstachambre.com
FINSBURY,finsbury.com
FIPOS,fipos.com
FIT BODY CURVE,fitbodycurve.com
FLEUX,fleux.com
FOODIZ,foodiz.com
FOODIZ GROUP,foodizgroup.com
FRANCE BUREAU,francebureau.fr
FRANCE RESTAURATION RAPIDE,francerestaurationrapide.fr
FRENCHSYS,frenchsys.com
FRS CONSULTING,frsconsulting.com
GALATEA BEAUTY,galateabeauty.com
GALEC - E.LECLERC,galec-e.leclerc.fr
GALERIES LAFAYETTE / HERMIONE RETAIL,galerieslafayette.com
GALERIES LAFAYETTE HORLOGERIE BIJOUTERIE,galerieslafayette.fr
GALILÉE,galilee.fr
GAZINOX,gazinox.com
GBB,gbb.com
GEEKO SAS,geeko.fr
GEMO,gemo.com
GEODEAL,geodeal.com
GETREADY GROUP LTD.,getreadygroup.com
GIFI,gifi.com
GIM-UEMOA,gim-uemoa.org
GLOBAL RETAIL ALLIANCE,globalretailalliance.com
GOODMIND,goodmind.com
GPASPLUS,gpasplus.com
GRAIN DE MALICE,graindemalice.fr
GROUP RG,grouprg.com
GROUPE AKSAL,groupeaksal.com
GROUPE LEDUFF,groupe-leduff.fr
GROUPE PRINTEMPS,printemps.com
