company,domain
GROUPE RAND,grouperand.com
GROUPE RAVATE,ravate.fr
GROUPE TERRE DE RUNNING,terre-de-running.fr
GROUPE UBIQUE,groupeubique.com
HACHETTE COLLECTIONS,hachettecollections.com
HACKETT SAS,hackett.com
HAPPY CURL,happycurl.com
HAPPYCURL,happycurl.com
HAPPYWOOL,happywool.com
HARMONY BOX,harmonybox.com
HAZELNUT,hazelnut.com
HELFRICH,helfrich.com
HELIOS WEB,heliosweb.com
HELLOMOON SHOP,hellomoonshop.com
HEMA DIGITAL,hemadigital.com
HEMA HOOFDKANTOOR,hema.nl
HEXANATURE S.A.S.,hexanature.com
HIGH-STICKERS,high-stickers.com
HK STRATEGIES,hkstrategies.com
HM TELECOM,hmtelecom.com
HOMIFAB,homifab.com
HOT,hot.com
HR,hr.com
HUAQIN,huaqin.com
"HUAQIN TECHNOLOGY CO.,LTD.",huaqin.com
HURA,hura.com
HUXLEY,huxley.com
HYGGELIG,hyggelig.com
IADS,iads.com
IBCBS,ibcbs.com
ID GROUP,idgroup.com
IEVA GROUP,ievagroup.com
IF65,if65.com
IJSVOGEL RETAIL B.V.,ijsvogelretail.com
ILLI&CO,illi-co.com
ILLICADO,illicado.com
INDUSTRY,industry.com
INFOMIL,infomil.com
INTEGRA,integra.com
INTERNET FACTORY,internetfactory.com
INTUITI,intuiti.com
IP SYSTEMES,ip-systemes.fr
ISKAYPET,iskaypet.com
ISRA,isra.org
ITM,itm.com
ITM AI,itmai.com
IUNXI GROUP,iunxi.com
IVS,ivs.com
JADEO,jadeo.com
JE M'ABONNE,je-m-abonne.fr
JEREM,jerem.com
JJA,jja.com
JJA SA,jjasa.com
JLOO,jloo.com
JOA,joa.com
JREVENTURES,jreventures.com
JULES,jules.com
JULIEN D'ORCEL SYNALIA,synalia.fr
KAIZEN AGENCY,kaizenagency.com
KAM,kam.com
KARAVEL,karavel.com
KEBHOUZE,kebhouze.com
KELLYDELI,kellydeli.com
KELPROMO,kelpromo.com
KID,kid.com
KINGJOUET,kingjouet.com
KIVISENSE,kivisense.com
KIWEE.CARE,kiwee.care
KIWIK,kiwik.com
KOLIBIO,kolibio.com
KONTOORBRANDS,kontoorbrands.com
KOTAI KITCHEN,kotaikitchen.com
KRYS,krys.com
KRYS GOUP SERVICES,krysgroup.com
KRYS GROUP,krysgroup.com
LA BOUTIQUE DU COIFFEUR,laboutiqueducoiffeur.fr
LA MIE CALINE,lamiecaline.fr
LA POSTE SOLUTIONS BUSINESS,lapostesolutionsbusiness.fr
LA SAMARITAINE SOCIÉTÉ FONCIÈRE,la-samaritaine.fr
LA TOUCHE CONFIDENTIELLE,latoucheconfidentielle.fr
LABEL EMMAUS,labelemmaus.fr
LABONAL,labonal.com
LABO-NOIR,labo-noir.com
LAFITE,lafite.com
LAFRENCHI,lafrenchi.com
LAGARD,lagard.com
LANDMARK GROUP - SPLASH,landmarkgroup.com
LARTISIEN EVENTS,lartisien-events.fr
LD,ld.com
LE DRESSING DE SARAH D,ledressingdesarahd.fr
LEADERSANTE GROUPE,leadersante.fr
LEGATIA,legatia.com
LEMON GROUP,lemongroup.com
LENDISMART SL,lendismart.com
LERO,lero.com
LES MARMOTS,lesmarmots.fr
LES TENDANCES,lestendances.fr
LFI,lfi.com
LIGA-TECH LLC,liga-tech.com
LINEN BEAR,linenbear.com
LISA DESIGN,lisadesign.com
LITTLE CANDY SRL,littlecandy.com
LITTLE SOUVENIR,littlesouvenir.com
LM COMMERCE,lmcommerce.com
LMV,lmv.com
LOGICITES,logicites.com
LOJAS TORRA,lojastorra.com
L'OREALDGO,loreal.com
LOUVINI,louvini.com
LTRF,ltrf.org
LUCKEY HOMES,luckyhomes.com
LUNALOGIC,lunalogic.com
LVMH BEAUTY TECH,lvmhbeautytech.com
LVMH RECHERCHE,lvmhrecherche.com
M19,m19.com
MACIF AVANTAGES,macifavantages.fr
MADAME SEW,madamesew.com
MADE IN SENS,madeinsens.com
MADLADY AB,madlady.se
MAGNOVENT,magnovent.com
MAISON & BEAUTÉ,maisonetbeaute.com
MAISON DE PARFUM BERRY,maisondeparfumberry.com
MANFIELD,manfield.com
MANORGA,manorga.com
MARCEL ET FILS,marceletfils.fr
MARS EFFEM,mars.com
MATHON,mathon.com
MAXITOYS,maxitoys.com
MCDO FRANCE,mcdo.fr
MEGA IMAGE S.R.L. (PART OF AHOLD DELHAIZE),megaimage.com
MERCATEL,mercatel.com
MFBG,mfbg.com
MIDAS EUROPE,midas-europe.com
MILLET MOUNTAIN GROUP,milletmountaingroup.com
MIXDATA,mixdata.com
MIXE,mixe.com
MMK,mmk.com
MOBEELUX,mobeelux.com
MOBILE FOR YOU S.L.,mobileforyou.com
MODALIA,modalia.com
MOJOVIDA,mojovida.com
MONEY30,money30.com
MONSIEUR STYLE,monsieurstyle.com
MOREX,morex.com
MOTIER VENTURES,motierventures.com
MOUSQUETAIRES,mousquetaires.fr
MP LABO,mplabo.com
MULTI-PASS,multipass.com
MY LIVING BLOOM,mylivingbloom.com
MY RETAIL BOX,myretailbox.com
MYSMAG,mysmag.com
NAOMI,naomi.com
NATALICAFE,natalicafe.com
NATUREDEA,naturedea.com
NATURIOS SLU,naturios.com
NCPI,ncpi.org
NEBA,neba.org
NEBULEUSE,nebuleuse.fr
NEO 26,neo26.com
NEOS SalesE SRL,neosse.com
NEOWOOD,neowood.com
NETQUATTRO,netquattro.com
NEW YORKER FASHION GMBH,newyorkerfashion.de
NEWCLIMA,newclima.com
NICOLAS,nicolas.com
NOSOLI,nosoli.com
NOTIFY,notify.com
NOVI,novi.com
NOZ,noz.com
NUTRIMUSCLE,nutrimuscle.com
NUXTLABS,nuxtlabs.com
O2DIS,o2dis.com
OBJETRAMA,objetrama.com
OCD,ocd.org
OCTAVE,octave.org
OCTOBER,october.com
OFCE,ofce.fr
OIA BEAUTE,oia-beaute.com
OKALI,okali.com
OLIVER'STORE,oliversstore.com
OMAR SRL,omasrl.com
OMRANE,omrane.fr
ONATI SAS,onati.com
ONEPOINT,onepoint.com
ÔPACK,opack.com
OPENBANQ,openbanq.com
OPENWAY,openwaygroup.com
OPTIMALWAYS,optimalways.com
ORAC,orac.com
ORANGE STORE,orangestore.com
ORCHESTRA,orchestra.com
ORIENTIS GOURMET,orientisgourmet.com
ORIGINI ITALIA,originiitalia.com
OSCARO POWER,oscaro.com
OUIACT,ouiact.com
PAC2000A SOCIETA COOPERATIVA,pac2000a.it
PAC2000A SOCIETÀ COOPERATIVA,pac2000a.it
PANPA,panpa.org
PASSCLOUD,passcloud.com
PATAPAIN,patapain.com
PAULINEMODE,paulinemode.com
PAYCOMPLETE,paycomplete.com
PB STUDIO,pbstudio.com
PERIFEM,perifem.com
PETCAMP,petcamp.com
PETIT POUCE FACTORY,petitpoucefactory.com
PGI,pgi.com
PHARMABEST,pharmabest.com
PHARMACIE DE LA LOIRE,pharmaciedelaloire.fr
PHARMACOM,pharmacom.com
PHARMACTIV,pharmactiv.com
PHAROS NAUTIC,pharosnautic.com
PHENIX GROUPE,phenixgroupe.fr
PHILIP MORRIS FRANCE SAS,philipmorris.fr
PHOSPHOTECH,phosphotech.com
PHYTOSANA,phytosana.com
PICARD SURGELÈS,picardsurgeles.fr
PIGISTE,pigiste.fr
PLANET,planet.com
PLANET ART,planetart.com
PLANETE AIR,planeteair.fr
PLANT BUN,plantbun.com
PLASSARD,plassard.com
POLSKIN,polskin.com
POMARFIN OY,pomarfin.fi
POMONA,pomona.edu
POMPONNE,pomponne.fr
PONPON,ponpon.com
POP FRANCE (OBJETRAMA),objetrama.fr
PRESTA,presta.com
PRESTAROCKET,prestarocket.com
PRIMAPRIX,primaprix.fr
PRO BUROTIC,proburotic.fr
PRODUCT IMPULSE BV,productimpulse.com
PROMECA,promeca.com
PROMO THALASSO,promo-thalasso.fr
PROSOL,prosol.com
PROVALLIANCE,provalliance.com
PSN,playstation.com
QUICK,quick.com
RAGGED,ragged.com
RAVATE,ravate.com
REAL BRANDS,realbrands.com
RECITAL,recital.com
REIKO,reiko.com
REPAIR AND RUN,repairandrun.com
REPEAT,repeat.com
RESERVOIR WATCH,reservoirwatch.com
RESOTAINER,resotainer.com
Manager DIGITAL,managerdigital.com
RETIS,retis.com
REUNION TELECOM,reunion-telecom.com
ROBBEN,robben.com
ROBOTIME NEDERLAND,robotimenetherlands.com
ROLESCO,rolesco.com
ROOFY,roofy.com
ROYAL FLEUROP INTERFLORA NETHERLANDS,interflora.nl
RP SOLUTIONS,rpsolutions.com
RX FRANCE,rx-france.com
S&B,s-and-b.com
SAGAM,sagam.com
SARL AU PLAISIR D'OFFRIR,plaisirdoffrir.fr
SARL EGCN,egcn.fr
SAS ED,sased.com
SATIN,satin.com
SAVOIRSPLUS,savoirsplus.fr
SAYGA,sayga.com
SCHWARZ DIGITS KG (INCLUDES KAUFLAND E-COMMERCE & LIDL,schwarz-digits.de
SDME,sdme.com
SECCOM SARL,seccom.fr
SEDIS-PROXI,sedis-proxi.com
SFEERMEESTERS,sfeermeesters.nl
SHESHOP IN,sheshop.in
SHOWROOM MAISON PARISIENNE,maison-parisienne.fr
SHOWROOM MEDIA ( EX 3W.RELEVANC),showroommedia.com
SKY CO,skyco.com
SMART IMPACT,smart-impact.com
SMART PROSPECTIVE,smartprospective.com
SMART RX,smartrx.com
SMILE PICKUP,smilepickup.com
SODIFRAM,sodifram.com
SODIWIN,sodiwin.com
SOFIA,sofia.org
SOFIPACK,sofipack.com
SOK,sok.com
SOLEDIS,soledis.com
SOMMET REALTORS,sommetrealtors.com
SONOVENTE,sonovente.com
SOPHONY,sophony.com
SPECTRE INDUSTRIE,spectre-industrie.com
SPORTS LOISIRS,sportsloisirs.fr
SPRING,spring.com
SPRING INVEST,springinvest.com
STADIUM,stadium.com
STELLAR,stellar.org
STIME,stime.com
STRATEIA,strateia.com
STYLINGO,stylingo.com
SUPECO,supeco.com
SUSHI EXPRESS GROUP PTE LTD,sushiexpress.com
SYNALIA,synalia.com
TACTEO,tacteo.com
TAFANEL,tafanel.com
TAMPON CHRONO,tamponchrono.fr
TAVRIA V,tavriav.com
TC GROUP SOLUTIONS,tcgroupsolutions.com
TDI,tdi.com
TECH WORK STUDIO LLC,techworkstudio.com
TECH WORK STUDIO LLC.,techworkstudio.com
TECHLINKER,techlinker.com
TECHNI-CONTACT,techni-contact.com
TECTEX,tectex.com
TEKSHELF,tekshelf.com
TELETIC,teletic.com
TERACT,teract.com
TERRACULTURE,terraculture.com
TERRAM PARTNERS,terrampartners.com
TEVIA,tevia.com
TEXIDO,texido.com
THE FIELD,thefield.com
THE OUTDOOR COMPANY,theoutdoorcompany.com
THOM,thom.com
TIME 2 MARKET,time2market.com
TIMTECH,timtech.com
TJX EUROPE,tjxeurope.com
TOTAL MS,totalms.com
TOTAL TECHNOLOGIES,totaltechnologies.com
TOUPARGEL SAS,toupargel.fr
TOURFINANCE,tourfinance.com
"TOYS\R\""US""""""",toysrus.com
TRANS AIR,transair.com
TRB INTERNATIONAL,trb-international.com
TRIANGELN,triangeln.se
TRICOBEL SA,tricobel.com
TRUFFAUT,truffaut.fr
TWO CHICKS,twochicks.com
UKOO,ukoo.com
UNION GÉNÉRALE DE DISTRIBUTION,ugd.fr
UPTIFY,uptify.com
URBAN SUBLIME,urbansublime.com
UZERLY,uzerly.com
VAZIVA,vaziva.com
VERHOEVEN,verhoeven.com
VERSO,verso.com
VERSUS VENTURE,versusventure.com
V-FACTORY,v-factory.com
VGA INTERNATIONAL,vgainternational.com
VILLARD,villard.com
VIOLETTE SAUVAGE,violettesauvage.com
VISANTA,visanta.com
VISANTA SL,visanta.com
VISIONDECO,visiondeco.com
VIVASON,vivason.com
VNE,vne.com
VOYAGES E LECLERC,voyagesleclerc.fr
WATCHDREAMER,watchdreamer.com
WE ARE JOLIES,wearejolie.com
WEBLOYALTY FRANCE,webloyalty.fr
WELCOMING,welcoming.com
WELDOM SA,weldom.fr
WELLA FRANCE,wella.fr
WIDILO,widilo.com
WINEBNB,winebnb.com
WLC TRADING LTD,wlctrading.com
WODANDGO,wodandgo.com
WONDER BOX,wonderbox.com
WONKE,wonke.com
WOODLANDS MARKETS,woodlandsmarkets.com
WSN,wsn.com
WSND,wsnd.com
WTB GROUP,wtbgroup.com
WUMART,wumart.com
YATEO,yateo.com
YBY BEAUTY,ybybeauty.com
YOGACLASS,yogaclass.com
YOOMY FOOD GROUP,yoomyfoodgroup.com
YPSONS,ypsons.com
ZAION,zaion.com
ZENPUR,zenpur.com
ZEROSIX,zerosix.com
ZETRACE,zetrace.com
ZLETRIC,zletric.com
ZOOMICI,zoomici.com
ACCESSA GROUP,UNVERIFIED:accessa-group.com
ADEO LEROY MERLIN,UNVERIFIED:leroymerlinfr.com
AESTHETIC SINGULIER,UNVERIFIED:aestheticsingulier.com
AGATHA,agatha.fr
AGATHA PARIS,agatha.fr
AHOLD DELHAIZE - MEGA IMAGE ROMANIA,megaimage.ro.fr
ALLIANCE DU COMMERCE,UNVERIFIED:alliance-du-commerce.fr
ANGLING DIRECT PLC,UNVERIFIED:anglelingdirect.co.uk
ARDO FOODS NV,UNVERIFIED:ardo-foods.com
ARGEDIS-TOTALENERGIES,UNVERIFIED:argedis-totalenergies.com
ARMAND THIERY S.A.S,UNVERIFIED:armandhiery.com
BAGAGES DU MONDE,inconnue.com
BERGÈRE DE FRANCE,UNVERIFIED:bergerefrance.com
BNP PARIBAS PERSONAL FINANCE,bnpparibaspersonalfinance.de
BONGÉNIE,UNVERIFIED:bongeinie.com
BOULANGERIES MARIE BLACHÈRE,UNVERIFIED:boulangeries-marie-blachère.com
BRED BANQUE POPULAIRE,UNVERIFIED:bred-banque-populaire.com
BRICO IO SPA,brico-io.com
BRICOMAN,bricoman.fr
BUFFALO GRILL,UNVERIFIED:buffalogrillcom
CAISS'MAG SYSTÈMES,UNVERIFIED:caissmag-systemes.com
CARHARTT WIP FRANCE,carhartt-wip.com
CHOCOLAT DES PRINCES,UNVERIFIED:chocolatdesprinees.com
COP ÉNERGIE,UNVERIFIED:cop-energie.com
CREDIT AGRICOLE PAYMENT SERVICES,UNVERIFIED:ca-paymentservices.com
CYRILLUS VERTBAUDET,UNVERIFIED:cyrillus-vertbaudet.com
DE FENYI CONSEIL,UNVERIFIED:defenyi-conseil.com
DE NEUVILLE,UNVERIFIED:de-neuville.com
DECATHLON TARMAK,tarmak.decathlon.org
DECOCLICO,decoclico.fr
DEL ARTE,UNVERIFIED:delartecompany.com
DÉMARCHES CHRONO,UNVERIFIED:demarches-chrono.com
DEUTSCHE POST GLOBAL MAIL,UNVERIFIED:deutschepostglobalmail.com
DOUGLAS GMBH,UNVERIFIED:douglas-gmbh.com
DR.MAX,drmax.fr
DSC (SAINT-GOBAIN DISTRIBUTION BÂTIMENT FRANCE),dsc.com
DSM AVOCATS À LA COUR,UNVERIFIED:dsm-avocats.com
DU BRUIT DANS LA CUISINE,UNVERIFIED:dubruit-dans-la-cuisine.com
E. LECLERC BLOIS,UNVERIFIED:leclerc-blois.com
ECOLIVE FRANCE,UNVERIFIED:ecolivefrance.com
ECOMMERCE EUROPE,UNVERIFIED:ecommerceeurope.eu
EDEN BEING,UNVERIFIED:edenbeingcom
EDITA,edita.fr
EHI RETAIL INSTITUTE,UNVERIFIED:ehi-retail-institute.de
EMMA - THE SLEEP COMPANY,UNVERIFIED:emma-the-sleep-company.com
EMMA SLEEP,UNVERIFIED:emmalogsleep.com
ÉMOI ÉMOI,UNVERIFIED:emoimoi.com
ENDLESS GOODS,endlessgoods.de
ESTEBAN PARIS PARFUMS,UNVERIFIED:estebanparisparfums.com
EURONICS INTERNATIONAL,UNVERIFIED:euronics-international.com
EVOLUTIVE GROUP,evolutivegroup.fr
EXPERIENCED CAPITAL,unknwon.com
FÄRM - EKOPLAZA,UNVERIFIED:farm-ekoplaza.nl
FNACK DARTY,UNVERIFIED:fnackanddarty.com
FRANPRIX - LEADER PRICE GROUPE CASINO,UNVERIFIED:franprix-leaderprice.com
FUJITSU FRONTEC,UNVERIFIED:fujitsu-frontec.com
GAMM VERT,gammvert.fr
GIESECKE & DEVRIENT,UNVERIFIED:giesecke-devrient.com
GLOBUS MARKTHALLEN HOLDING GMBH & CO.KG,UNVERIFIED:globus-markthallen.de
GLORIA JEANS,UNVERIFIED:gloriajeanssite.com
GRANT & FIORI,UNVERIFIED:grantandfiori.com
GROUPE FERRON,UNVERIFIED:groupe-ferron.com
GROUPE GO SPORT,UNVERIFIED:groupegesport.com
GROUPE IGS,groupe-igs.fr
GUINOT - MARY COHR,guinot-marycohr.de
"HANKYU HANSHIN DEPARTMENT STORES, INC.",hankyuhanshin.co.jp.de
IKKS RETAIL,UNVERIFIED:ikksretail.com
INNOVE DESIGN,innovedesi.gn.fr
INSTITUT FRANÇAIS DE LA MODE,ifmode.com
INTERMARCHE & NETTO,UNVERIFIED:intermarche-netto.com
IUT EVREUX,UNVERIFIED:iut-evreux.fr
JOHN LIBBEY EUROTEXT,john-libbey-eurotext.fr
JURATOYS,juratoys.es
KIKO MILANO SPA,UNVERIFIED:kikomilanospachrome.com
LA BELLE BOUCLE,UNVERIFIED:labelbelle.com
LA BELLE-ILOISE,labelle-iloise.nl
LA MAISON CONVERTIBLE,UNVERIFIED:lamaison-convertible.com
LA PLATEFORME DU BATIMENT,UNVERIFIED:laplateforme-du-batiment.com
LA TRINITAINE,UNVERIFIED:la-trinitaine.com
LAALI.FR,laali.com
LAGARDERE TRAVEL RETAIL,UNVERIFIED:lagardere-travel-retail.com
LE COMPTOIR D'EMILE,UNVERIFIED:comptoire-demile.com
LE PETIT VAPOTEUR,UNVERIFIED:lepetit-vapoteur.com
LE PETIT VAPOTEUR STORE,UNVERIFIED:lepetitvapoteau.com
LEBOND.SHOP,lebond.shop.com
LEENA PARIS,UNVERIFIED:leenaparis.com
LEROY MERLIN,leroy-merlin.fr
LES ESSENTIELS D'ISABELLE,UNVERIFIED:lesessentielsisabelle.com
LES MOUSQUETAIRES,UNVERIFIED:lemousquetaires.com
LES PÉPINIÈRES BELLET,UNVERIFIED:pepinieres-bellet.com
MAISON DE LA LITERIE,UNVERIFIED:maisondeliterie.com
MASSIMO ALBA,UNVERIFIED:massimalba.com
MATELAS NO STRESS,UNVERIFIED:matelas-no-stress.com
MF MINI FOCUS,UNVERIFIED:mfminifocus.com
MGT CONSEIL,UNVERIFIED:mgtconseil.com
MITSUBISHI PENCIL,uni.mitsubishipentel.co.jp.de
MODEX CONSEIL,UNVERIFIED:modexconseil.com
MUSGRAVE RETAIL PARTNERS IRELAND,musgraveretailpartners.ie.nl
MY JOLIE CANDLE,UNVERIFIED:myjolientcandle.com
NATEXO,natexo.fr
NATURA EUROPA,UNVERIFIED:natura-europa.com
NATURALIA,naturalia.fr
NATURE & DECOUVERTES,nature-et-decouvertes.fr
NATURE & DÉCOUVERTES,nature-et-decouvertes.fr
NATURE ET DECOUVERTES SA,nature-et-decouvertes.fr
NATURES & DÉCOUVERTES,UNVERIFIED:naturesdecouverts.com
NUOO,nuoo.fr
PANASONIC CONNECT EUROPE,UNVERIFIED:panasonic-connect-europe.com
PATHÉ SUISSE S.A.,UNVERIFIED:pathesuisse.ch
PAX TECHNOLOGY,UNVERIFIED:pax-technology.com
PERNOD RICARD GLOBAL TRAVEL RETAIL,UNVERIFIED:pernodricardglobaltravel.com
PMU,pmu.fr
PREZZEMOLO & VITALE,UNVERIFIED:prezzemoloevidale.it
PRINTEMPS HAUSSMANN,UNVERIFIED:printemps-haussmann.com
PUISSANCE D’AGIR,UNVERIFIED:puissance-dagir.com
RADIS ET CAPUCINE,UNVERIFIED:radiscapucine.com
REAL MADRID STORE-DUBAI,UNVERIFIED:realmadridstore-dubai.com
REPEAT GLOBAL,UNVERIFIED:repeatglobal.com
RÉSEAU CLUB BOUYGUES TELECOM,UNVERIFIED:reseau-club.bouyguestelecom.fr
RETAIL EXCELLENCE IRELAND,retailexcellenceireland.ie.nl
RIKA FRANCE,rikafrance.fr
ROSE IN APRIL,UNVERIFIED:rose-in-april.com
SAVOUREZ BIO!,UNVERIFIED:savourez-bio.com
SIMONE PERELE,UNVERIFIED:simonepere.com
SISA SICILIA,UNVERIFIED:sisasicilia.it
SØSTRENE GRENE,UNVERIFIED:sostrenegene.com
STADE ROCHELAIS,UNVERIFIED:stade-rochelais.com
TARTINE ET CHOCOLAT,UNVERIFIED:tartinetchocolat.com
UGC CINÉ CITÉ,ugc-cinecite.it
UN AIR D'ICI,UNVERIFIED:unairdicier.com
938994217,unknown.com
@GROEP ALAIN BROEKAERT,unknown.com
,unknown.com
3MECO,3meco.fr
AB GOODS,abgoods.com
ABD MARKET,abd.com
ABRICÉA NATURE SAS,abricea.com
ACE PRINT,aceprint.com
ACTICHAT,actichat.com
ADAMIS,adamis.fr
ADOVA GROUP,adova.de
ADVITAM,advitam.fr
AG GLOBAL TRADE,agtrade.com
ÂGE D'OR SERVICES,agedorservices.com
AGIMISIO CONSULTING,UNVERIFIED:unknown
AGOOFY,agoofy.com
AIDA SHOP,aidashop.com
AIME SKINCARE,aimeskincare.com
AJC GALLERIES,UNVERIFIED:unknown
AK CONSULTING,akconsulting.com
"ALBERT ČESKÁ REPUBLIKA, S.R.O.",unknown.com
ALFA E OMEGA MERCADO,UNVERIFIED:unknown
ALKOR,alkor.fr
ALL TRICKS,alltricks.com
ALLEE DU COMMERCE,alleeducommerce.com
ALLIANCE AUTOMOTIVE FRANCE,allianceautomotive.com
ALLIANCE AUTOMOTIVE GROUP FRANCE,UNVERIFIED:unknown
ALPHABETA,alphabeta.com
ALTERMOVE,altermove.fr
AMAC BV,amac.com
AMC TÊXTIL,amctextil.com
AMCO-BULGARIA LTD,UNVERIFIED:unknown
AMEDEE BARBOTTEAU & CIE,UNVERIFIED:unknown
ANAIK GROUP,anaik.com
ANAPODIA,anapodia.com
ANDEWE,andewe.com
ANM IT LES MOUSQUETAIRES,UNVERIFIED:unknown
"ANT CAPITAL PARTNERS CO., LTD.",antcapitalpartners.com
ANYW3AR,anyw3ar.com
APOLOGY,apology.com
APPLE EUROPE,appleeurope.com
ARBA-HOME,arba-home.fr
ARK BOKHANDEL,UNVERIFIED:unknown
ARMONY,armony.fr
ARPILABE,arpilabe.com
AS GRUPPE,asgruppe.com
ASTEN RETAIL,astenretail.com
AT3V CONSULTING,UNVERIFIED:unknown
ATTICA DEPARTMENT STORES,UNVERIFIED:unknown
AUCHAN RETAIL SERVICE,UNVERIFIED:unknown
AUDE BRIAT CONSULTING,UNVERIFIED:unknown
AUDIOPTIC TRADE SERVICE,audioptic.com
AUPAL,aupal.com
AURISEO,UNVERIFIED:unknown
AVEM,avem.fr
AVOLTA | AUTOGRILL,avolta.com
AXIANS CLOUD SERVICE PROVIDER,axians.com
AXIANS COMMUNICATION & SYSTEMS LYON,axians.com
AZ SHOP DZ,azshop.com
AZOZ GROUP CAIRO,unknown.com
AΒ VASSILOPOULOS SINGLE MEMBER S.A.,UNVERIFIED:unknown
B&A CONSEIL,baconseil.fr
B&C INTERNATIONAL,unknown.com
BABYCHOU SERVICES,babychou.com
BACACIER DIGITAL YOUSTEEL,UNVERIFIED:unknown
BAEGUIN,baeguin.com
BALADI FOODSTUFF TRADING LLC,UNVERIFIED:unknown
"BALDI, LDA.",baldi.com
BANQUE EDEL - COMMUNICATION,UNVERIFIED:unknown
BANQUE POPULAIRE BOURGOGNE FRANCHE COMTÉ,banquepopulaire.com
BAYEN MAREE,UNVERIFIED:unknown
BD MULTIMEDIA GROUP,UNVERIFIED:unknown
BEAUTIFY DZ SHOP,beautifydz.com
BEEBS,beebs.com
BENDY JEWELRY,UNVERIFIED:unknown
BEOWERS,UNVERIFIED:unknown
BERDUGO,berdugo.com
BERTRAND FRNACHISE,UNVERIFIED:unknown
B'EST LOISIRS,UNVERIFIED:unknown
BEYOND EVENT,beyondevent.com
BEYOND MATRIX ALPHA,beyondmatrixalpha.com
BIG LEAP PRODUCTIONS SA,bigleapproductions.com
BIG MOUSTACHE,bigmoustache.com
BISA SAS,bisa.com
BIZEIBKE,UNVERIFIED:unknown
BLAL BADRE,unknown.com
BLEU ET ASSOCIÉS,bleuetassocies.com
BLOOMSQUARE STUDIO,UNVERIFIED:unknown
BLU KIRIE,UNVERIFIED:unknown
BMKA - ESPRIT BARBECUE,unknown.com
BNPP PF,bnpp.com
BNPPP,bnppp.com
BOGART BEAUTY RETAIL,UNVERIFIED:unknown
"BOHMIANS, FRANCE",UNVERIFIED:unknown
BOMBERS ORIGINAL,UNVERIFIED:unknown
BONNET NEVE,UNVERIFIED:unknown
BONS BAISERS DE PANAME,bonsbaisersdepaname.com
BOUTS DE FICELLE,UNVERIFIED:unknown
BP RETAIL,bpretail.de
BRICO IO S.P.A,bricoio.com
BRICOPAC,bricopac.com
BRICOPAC TRADE SERVICES,bricopac.com
BRUNSCHWIG & CIE S.A,brunschwig.com
BRUNSCHWIG & CIE SA,brunschwig.com
BSL DIMOTRANS,UNVERIFIED:unknown
BUROPAC NOUMEA,UNVERIFIED:unknown
BUROPAC NOUMÉA,UNVERIFIED:unknown
BUT INTERNATIONAL,UNVERIFIED:unknown
CAFAN,cafan.com
CAISS'MAG SYSTEMES,UNVERIFIED:unknown
CANPLEX PROFILES,canplex.com
CAPEL SIZE FACTORY,unknown.com
CAPENCY,capency.com
CARCAFRANCIA,UNVERIFIED:unknown
CARDEV CARRELAGE ET BAIN,UNVERIFIED:unknown
CARE BRAND MANAGEMENT,carebrand.de
CARENE ASSURANCES,UNVERIFIED:unknown
CAROL BURO,carolburo.com
CARREFOUR DSI FRANCE,carrefour.com
CARREFOUR MARCHANDISES INTERNATIONALES,unknown.com
CARREFPIR,UNVERIFIED:unknown
CARTES BANCAIRES CB / CRÉDIT AGRIOCLE,UNVERIFIED:unknown
CARTIER CREATION STUDIO,UNVERIFIED:unknown
"CASA UNLIMITED ENTERPRISES, INC",casaunlimited.com
CBM LAJEADO,UNVERIFIED:unknown
CCHM KOENE HOLDING BV,UNVERIFIED:unknown
CCI MARTINIQUE,UNVERIFIED:unknown
CCL,ccl.com
CENTRAL DO VAREJO,UNVERIFIED:unknown
CENTURY 21 ART IMMO,UNVERIFIED:unknown
